01132B3D2CR0000060000031,PVM-000086H03
01392B6D7DKC40000B000061,P692+0425225170
01392B6D7DKC40000B200061,P692+0425225180
01392B6D7DLC10000A200061,P692+0450075010
01392B6D7DLC10000A400061,P692+0450075020
01392B6D7DLC10000A600061,P692+0450075030
01392B6D7DLC10000A800061,P692+0450075040
01392B6D7DLC10000AA00061,P692+0450075050
01392B6D7DLC10000AC00061,P692+0450075060
01392B6D7DLC10000AE00061,P692+0450075070
01392B6D7DLC10000AG00061,P692+0450075080
01392B6D7DLC10000AJ00061,P692+0450075090
01392B6D7DLC10000AL00061,P692+0450075100
01392B6D7DLC10000AN00061,P692+0450075110
01392B6D7DLC10000AQ00061,P692+0450075120
01392B6D7DLC10000AS00061,P692+0450075130
01392B6D7DLC10000AU00061,P692+0450075140
01392B6D7DLC10000AW00061,P692+0450075150
01392B6D7DLC10000AY00061,P692+0450075160
01392B6D7DLC10000B000061,P692+0450075170
01392B6D7DLC10000B200061,P692+0450075180
01392B6D7DLC20000A200061,P692+0450125010
01392B6D7DLC20000A400061,P692+0450125020
01392B6D7DLC20000A600061,P692+0450125030
01392B6D7DLC20000A800061,P692+0450125040
01392B6D7DLC20000AA00061,P692+0450125050
01392B6D7DLC20000AC00061,P692+0450125060
01392B6D7DLC20000AE00061,P692+0450125070
01392B6D7DLC20000AG00061,P692+0450125080
01392B6D7DLC20000AJ00061,P692+0450125090
01392B6D7DLC20000AL00061,P692+0450125100
01392B6D7DLC20000AN00061,P692+0450125110
01392B6D7DLC20000AQ00061,P692+0450125120
01392B6D7DLC20000AS00061,P692+0450125130
01392B6D7DLC20000AU00061,P692+0450125140
01392B6D7DLC20000AW00061,P692+0450125150
01392B6D7DLC20000AY00061,P692+0450125160
01392B6D7DLC20000B000061,P692+0450125170
01392B6D7DLC20000B200061,P692+0450125180
01392B6D7DLC30000A200061,P692+0450175010
01392B6D7DLC30000A400061,P692+0450175020
01392B6D7DLC30000A600061,P692+0450175030
01392B6D7DLC30000A800061,P692+0450175040
01392B6D7DLC30000AA00061,P692+0450175050
01392B6D7DLC30000AC00061,P692+0450175060
01392B6D7DLC30000AE00061,P692+0450175070
01392B6D7DLC30000AG00061,P692+0450175080
01392B6D7DLC30000AJ00061,P692+0450175090
01392B6D7DLC30000AL00061,P692+0450175100
01392B6D7DLC30000AN00061,P692+0450175110
01392B6D7DLC30000AQ00061,P692+0450175120
01392B6D7DLC30000AS00061,P692+0450175130
01392B6D7DLC30000AU00061,P692+0450175140
01392B6D7DLC30000AW00061,P692+0450175150
01392B6D7DLC30000AY00061,P692+0450175160
01392B6D7DLC30000B000061,P692+0450175170
01392B6D7DLC30000B200061,P692+0450175180
01392B6D7DLC40000A200061,P692+0450225010
01392B6D7DLC40000A400061,P692+0450225020
01392B6D7DLC40000A600061,P692+0450225030
01392B6D7DLC40000A800061,P692+0450225040
01392B6D7DLC40000AA00061,P692+0450225050
01392B6D7DLC40000AC00061,P692+0450225060
01392B6D7DLC40000AE00061,P692+0450225070
01392B6D7DLC40000AG00061,P692+0450225080
01392B6D7DLC40000AJ00061,P692+0450225090
01392B6D7DLC40000AL00061,P692+0450225100
01392B6D7DLC40000AN00061,P692+0450225110
01392B6D7DLC40000AQ00061,P692+0450225120
01392B6D7DLC40000AS00061,P692+0450225130
01392B6D7DLC40000AU00061,P692+0450225140
01392B6D7DLC40000AW00061,P692+0450225150
01392B6D7DLC40000AY00061,P692+0450225160
01392B6D7DLC40000B000061,P692+0450225170
01392B6D7DLC40000B200061,P692+0450225180
01392B6D7DMC10000A200061,P692+0475075010
01392B6D7DMC10000A400061,P692+0475075020
01392B6D7DMC10000A600061,P692+0475075030
01392B6D7DMC10000A800061,P692+0475075040
01392B6D7DMC10000AA00061,P692+0475075050
01392B6D7DMC10000AC00061,P692+0475075060
01392B6D7DMC10000AE00061,P692+0475075070
01392B6D7DMC10000AG00061,P692+0475075080
01392B6D7DMC10000AJ00061,P692+0475075090
01392B6D7DMC10000AL00061,P692+0475075100
01392B6D7DMC10000AN00061,P692+0475075110
01392B6D7DMC10000AQ00061,P692+0475075120
01392B6D7DMC10000AS00061,P692+0475075130
01392B6D7DMC10000AU00061,P692+0475075140
01392B6D7DMC10000AW00061,P692+0475075150
01392B6D7DMC10000AY00061,P692+0475075160
01392B6D7DMC10000B000061,P692+0475075170
01392B6D7DMC10000B200061,P692+0475075180
01392B6D7DMC20000A200061,P692+0475125010
01392B6D7DMC20000A400061,P692+0475125020
01392B6D7DMC20000A600061,P692+0475125030
01392B6D7DMC20000A800061,P692+0475125040
01392B6D7DMC20000AA00061,P692+0475125050
01392B6D7DMC20000AC00061,P692+0475125060
01392B6D7DMC20000AE00061,P692+0475125070
01392B6D7DMC20000AG00061,P692+0475125080
01392B6D7DMC20000AJ00061,P692+0475125090
01392B6D7DMC20000AL00061,P692+0475125100
01392B6D7DMC20000AN00061,P692+0475125110
01392B6D7DMC20000AQ00061,P692+0475125120
01392B6D7DMC20000AS00061,P692+0475125130
01392B6D7DMC20000AU00061,P692+0475125140
01392B6D7DMC20000AW00061,P692+0475125150
01392B6D7DMC20000AY00061,P692+0475125160
01392B6D7DMC20000B000061,P692+0475125170
01392B6D7DMC20000B200061,P692+0475125180
01392B6D7DMC30000A200061,P692+0475175010
01392B6D7DMC30000A400061,P692+0475175020
01392B6D7DMC30000A600061,P692+0475175030
01392B6D7DMC30000A800061,P692+0475175040
01392B6D7DMC30000AA00061,P692+0475175050
01392B6D7DMC30000AC00061,P692+0475175060
01392B6D7DMC30000AE00061,P692+0475175070
01392B6D7DMC30000AG00061,P692+0475175080
01392B6D7DMC30000AJ00061,P692+0475175090
01392B6D7DMC30000AL00061,P692+0475175100
01392B6D7DMC30000AN00061,P692+0475175110
01392B6D7DMC30000AQ00061,P692+0475175120
01392B6D7DMC30000AS00061,P692+0475175130
01392B6D7DMC30000AU00061,P692+0475175140
01392B6D7DMC30000AW00061,P692+0475175150
01392B6D7DMC30000AY00061,P692+0475175160
01392B6D7DMC30000B000061,P692+0475175170
01392B6D7DMC30000B200061,P692+0475175180
01392B6D7DMC40000A200061,P692+0475225010
01392B6D7DMC40000A400061,P692+0475225020
01392B6D7DMC40000A600061,P692+0475225030
01392B6D7DMC40000A800061,P692+0475225040
01392B6D7DMC40000AA00061,P692+0475225050
01392B6D7DMC40000AC00061,P692+0475225060
01392B6D7DMC40000AE00061,P692+0475225070
01392B6D7DMC40000AG00061,P692+0475225080
01392B6D7DMC40000AJ00061,P692+0475225090
01392B6D7DMC40000AL00061,P692+0475225100
01392B6D7DMC40000AN00061,P692+0475225110
01392B6D7DMC40000AQ00061,P692+0475225120
01392B6D7DMC40000AS00061,P692+0475225130
01392B6D7DMC40000AU00061,P692+0475225140
01392B6D7DMC40000AW00061,P692+0475225150
01392B6D7DMC40000AY00061,P692+0475225160
01392B6D7DMC40000B000061,P692+0475225170
01392B6D7DMC40000B200061,P692+0475225180
01392B6D7DNC10000A200061,P692+0500075010
01392B6D7DNC10000A400061,P692+0500075020
01392B6D7DNC10000A600061,P692+0500075030
01392B6D7DNC10000A800061,P692+0500075040
01392B6D7DNC10000AA00061,P692+0500075050
01392B6D7DNC10000AC00061,P692+0500075060
01392B6D7DNC10000AE00061,P692+0500075070
01392B6D7DNC10000AG00061,P692+0500075080
01392B6D7DNC10000AJ00061,P692+0500075090
01392B6D7DNC10000AL00061,P692+0500075100
01392B6D7DNC10000AN00061,P692+0500075110
01392B6D7DNC10000AQ00061,P692+0500075120
01392B6D7DNC10000AS00061,P692+0500075130
01392B6D7DNC10000AU00061,P692+0500075140
01392B6D7DNC10000AW00061,P692+0500075150
01392B6D7DNC10000AY00061,P692+0500075160
01392B6D7DNC10000B000061,P692+0500075170
01392B6D7DNC10000B200061,P692+0500075180
01392B6D7DNC20000A200061,P692+0500125010
01392B6D7DNC20000A400061,P692+0500125020
01392B6D7DNC20000A600061,P692+0500125030
01392B6D7DNC20000A800061,P692+0500125040
01392B6D7DNC20000AA00061,P692+0500125050
01392B6D7DNC20000AC00061,P692+0500125060
01392B6D7DNC20000AE00061,P692+0500125070
01392B6D7DNC20000AG00061,P692+0500125080
01392B6D7DNC20000AJ00061,P692+0500125090
01392B6D7DNC20000AL00061,P692+0500125100
01392B6D7DNC20000AN00061,P692+0500125110
01392B6D7DNC20000AQ00061,P692+0500125120
01392B6D7DNC20000AS00061,P692+0500125130
01392B6D7DNC20000AU00061,P692+0500125140
01392B6D7DNC20000AW00061,P692+0500125150
01392B6D7DNC20000AY00061,P692+0500125160
01392B6D7DNC20000B000061,P692+0500125170
01392B6D7DNC20000B200061,P692+0500125180
01392B6D7DNC30000A200061,P692+0500175010
01392B6D7DNC30000A400061,P692+0500175020
01392B6D7DNC30000A600061,P692+0500175030
01392B6D7DNC30000A800061,P692+0500175040
01392B6D7DNC30000AA00061,P692+0500175050
01392B6D7DNC30000AC00061,P692+0500175060
01392B6D7DNC30000AE00061,P692+0500175070
01392B6D7DNC30000AG00061,P692+0500175080
01392B6D7DNC30000AJ00061,P692+0500175090
01392B6D7DNC30000AL00061,P692+0500175100
01392B6D7DNC30000AN00061,P692+0500175110
01392B6D7DNC30000AQ00061,P692+0500175120
01392B6D7DNC30000AS00061,P692+0500175130
01392B6D7DNC30000AU00061,P692+0500175140
01392B6D7DNC30000AW00061,P692+0500175150
01392B6D7DNC30000AY00061,P692+0500175160
01392B6D7DNC30000B000061,P692+0500175170
01392B6D7DNC30000B200061,P692+0500175180
01392B6D7DNC40000A200061,P692+0500225010
01392B6D7DNC40000A400061,P692+0500225020
01392B6D7DNC40000A600061,P692+0500225030
01392B6D7DNC40000A800061,P692+0500225040
01392B6D7DNC40000AA00061,P692+0500225050
01392B6D7DNC40000AC00061,P692+0500225060
01392B6D7DNC40000AE00061,P692+0500225070
01392B6D7DNC40000AG00061,P692+0500225080
01392B6D7DNC40000AJ00061,P692+0500225090
01392B6D7DNC40000AL00061,P692+0500225100
01392B6D7DNC40000AN00061,P692+0500225110
01392B6D7DNC40000AQ00061,P692+0500225120
01392B6D7DNC40000AS00061,P692+0500225130
01392B6D7DNC40000AU00061,P692+0500225140
01392B6D7DNC40000AW00061,P692+0500225150
01392B6D7DNC40000AY00061,P692+0500225160
01392B6D7DNC40000B000061,P692+0500225170
01392B6D7DNC40000B200061,P692+0500225180
01392B6D7DPC10000A200061,P692+0525075010
01392B6D7DPC10000A400061,P692+0525075020
01392B6D7DPC10000A600061,P692+0525075030
01392B6D7DPC10000A800061,P692+0525075040
01392B6D7DPC10000AA00061,P692+0525075050
01392B6D7DPC10000AC00061,P692+0525075060
01392B6D7DPC10000AE00061,P692+0525075070
01392B6D7DPC10000AG00061,P692+0525075080
01392B6D7DPC10000AJ00061,P692+0525075090
01392B6D7DPC10000AL00061,P692+0525075100
01392B6D7DPC10000AN00061,P692+0525075110
01392B6D7DPC10000AQ00061,P692+0525075120
01392B6D7DPC10000AS00061,P692+0525075130
01392B6D7DPC10000AU00061,P692+0525075140
01392B6D7DPC10000AW00061,P692+0525075150
01392B6D7DPC10000AY00061,P692+0525075160
01392B6D7DPC10000B000061,P692+0525075170
01392B6D7DPC10000B200061,P692+0525075180
01392B6D7DPC20000A200061,P692+0525125010
01392B6D7DPC20000A400061,P692+0525125020
01392B6D7DPC20000A600061,P692+0525125030
01392B6D7DPC20000A800061,P692+0525125040
01392B6D7DPC20000AA00061,P692+0525125050
01392B6D7DPC20000AC00061,P692+0525125060
01392B6D7DPC20000AE00061,P692+0525125070
01392B6D7DPC20000AG00061,P692+0525125080
01392B6D7DPC20000AJ00061,P692+0525125090
01392B6D7DPC20000AL00061,P692+0525125100
01392B6D7DPC20000AN00061,P692+0525125110
01392B6D7DPC20000AQ00061,P692+0525125120
01392B6D7DPC20000AS00061,P692+0525125130
01392B6D7DPC20000AU00061,P692+0525125140
01392B6D7DPC20000AW00061,P692+0525125150
01392B6D7DPC20000AY00061,P692+0525125160
01392B6D7DPC20000B000061,P692+0525125170
01392B6D7DPC20000B200061,P692+0525125180
01392B6D7DPC30000A200061,P692+0525175010
01392B6D7DPC30000A400061,P692+0525175020
01392B6D7DPC30000A600061,P692+0525175030
01392B6D7DPC30000A800061,P692+0525175040
01392B6D7DPC30000AA00061,P692+0525175050
01392B6D7DPC30000AC00061,P692+0525175060
01392B6D7DPC30000AE00061,P692+0525175070
01392B6D7DPC30000AG00061,P692+0525175080
01392B6D7DPC30000AJ00061,P692+0525175090
01392B6D7DPC30000AL00061,P692+0525175100
01392B6D7DPC30000AN00061,P692+0525175110
01392B6D7DPC30000AQ00061,P692+0525175120
01392B6D7DPC30000AS00061,P692+0525175130
01392B6D7DPC30000AU00061,P692+0525175140
01392B6D7DPC30000AW00061,P692+0525175150
01392B6D7DPC30000AY00061,P692+0525175160
01392B6D7DPC30000B000061,P692+0525175170
01392B6D7DPC30000B200061,P692+0525175180
01392B6D7DPC40000A200061,P692+0525225010
01392B6D7DPC40000A400061,P692+0525225020
01392B6D7DPC40000A600061,P692+0525225030
01392B6D7DPC40000A800061,P692+0525225040
01392B6D7DPC40000AA00061,P692+0525225050
01392B6D7DPC40000AC00061,P692+0525225060
01392B6D7DPC40000AE00061,P692+0525225070
01392B6D7DPC40000AG00061,P692+0525225080
01392B6D7DPC40000AJ00061,P692+0525225090
01392B6D7DPC40000AL00061,P692+0525225100
01392B6D7DPC40000AN00061,P692+0525225110
01392B6D7DPC40000AQ00061,P692+0525225120
01392B6D7DPC40000AS00061,P692+0525225130
01392B6D7DPC40000AU00061,P692+0525225140
01392B6D7DPC40000AW00061,P692+0525225150
01392B6D7DPC40000AY00061,P692+0525225160
01392B6D7DPC40000B000061,P692+0525225170
01392B6D7DPC40000B200061,P692+0525225180
01392B6D7DQC10000A200061,P692+0550075010
01392B6D7DQC10000A400061,P692+0550075020
01392B6D7DQC10000A600061,P692+0550075030
01392B6D7DQC10000A800061,P692+0550075040
01392B6D7DQC10000AA00061,P692+0550075050
01392B6D7DQC10000AC00061,P692+0550075060
01392B6D7DQC10000AE00061,P692+0550075070
01392B6D7DQC10000AG00061,P692+0550075080
01392B6D7DQC10000AJ00061,P692+0550075090
01392B6D7DQC10000AL00061,P692+0550075100
01392B6D7DQC10000AN00061,P692+0550075110
01392B6D7DQC10000AQ00061,P692+0550075120
01392B6D7DQC10000AS00061,P692+0550075130
01392B6D7DQC10000AU00061,P692+0550075140
01392B6D7DQC10000AW00061,P692+0550075150
01392B6D7DQC10000AY00061,P692+0550075160
01392B6D7DQC10000B000061,P692+0550075170
01392B6D7DQC10000B200061,P692+0550075180
01392B6D7DQC20000A200061,P692+0550125010
01392B6D7DQC20000A400061,P692+0550125020
01392B6D7DQC20000A600061,P692+0550125030
01392B6D7DQC20000A800061,P692+0550125040
01392B6D7DQC20000AA00061,P692+0550125050
01392B6D7DQC20000AC00061,P692+0550125060
01392B6D7DQC20000AE00061,P692+0550125070
01392B6D7DQC20000AG00061,P692+0550125080
01392B6D7DQC20000AJ00061,P692+0550125090
01392B6D7DQC20000AL00061,P692+0550125100
01392B6D7DQC20000AN00061,P692+0550125110
01392B6D7DQC20000AQ00061,P692+0550125120
01392B6D7DQC20000AS00061,P692+0550125130
01392B6D7DQC20000AU00061,P692+0550125140
01392B6D7DQC20000AW00061,P692+0550125150
01392B6D7DQC20000AY00061,P692+0550125160
01392B6D7DQC20000B000061,P692+0550125170
01392B6D7DQC20000B200061,P692+0550125180
01392B6D7DQC30000A200061,P692+0550175010
01392B6D7DQC30000A400061,P692+0550175020
01392B6D7DQC30000A600061,P692+0550175030
01392B6D7DQC30000A800061,P692+0550175040
01392B6D7DQC30000AA00061,P692+0550175050
01392B6D7DQC30000AC00061,P692+0550175060
01392B6D7DQC30000AE00061,P692+0550175070
01392B6D7DQC30000AG00061,P692+0550175080
01392B6D7DQC30000AJ00061,P692+0550175090
01392B6D7DQC30000AL00061,P692+0550175100
01392B6D7DQC30000AN00061,P692+0550175110
01392B6D7DQC30000AQ00061,P692+0550175120
01392B6D7DQC30000AS00061,P692+0550175130
01392B6D7DQC30000AU00061,P692+0550175140
01392B6D7DQC30000AW00061,P692+0550175150
01392B6D7DQC30000AY00061,P692+0550175160
01392B6D7DQC30000B000061,P692+0550175170
01392B6D7DQC30000B200061,P692+0550175180
01392B6D7DQC40000A200061,P692+0550225010
01392B6D7DQC40000A400061,P692+0550225020
01392B6D7DQC40000A600061,P692+0550225030
01392B6D7DQC40000A800061,P692+0550225040
01392B6D7DQC40000AA00061,P692+0550225050
01392B6D7DQC40000AC00061,P692+0550225060
01392B6D7DQC40000AE00061,P692+0550225070
01392B6D7DQC40000AG00061,P692+0550225080
01392B6D7DQC40000AJ00061,P692+0550225090
01392B6D7DQC40000AL00061,P692+0550225100
01392B6D7DQC40000AN00061,P692+0550225110
01392B6D7DQC40000AQ00061,P692+0550225120
01392B6D7DQC40000AS00061,P692+0550225130
01392B6D7DQC40000AU00061,P692+0550225140
01392B6D7DQC40000AW00061,P692+0550225150
01392B6D7DQC40000AY00061,P692+0550225160
01392B6D7DQC40000B000061,P692+0550225170
01392B6D7DQC40000B200061,P692+0550225180
01392B6D7DRC10000A200061,P692+0575075010
01392B6D7DRC10000A400061,P692+0575075020
01392B6D7DRC10000A600061,P692+0575075030
01392B6D7DRC10000A800061,P692+0575075040
01392B6D7DRC10000AA00061,P692+0575075050
01392B6D7DRC10000AC00061,P692+0575075060
01392B6D7DRC10000AE00061,P692+0575075070
01392B6D7DRC10000AG00061,P692+0575075080
01392B6D7DRC10000AJ00061,P692+0575075090
01392B6D7DRC10000AL00061,P692+0575075100
01392B6D7DRC10000AN00061,P692+0575075110
01392B6D7DRC10000AQ00061,P692+0575075120
01392B6D7DRC10000AS00061,P692+0575075130
01392B6D7DRC10000AU00061,P692+0575075140
01392B6D7DRC10000AW00061,P692+0575075150
01392B6D7DRC10000AY00061,P692+0575075160
01392B6D7DRC10000B000061,P692+0575075170
01392B6D7DRC10000B200061,P692+0575075180
01392B6D7DRC20000A200061,P692+0575125010
01392B6D7DRC20000A400061,P692+0575125020
01392B6D7DRC20000A600061,P692+0575125030
01392B6D7DRC20000A800061,P692+0575125040
01392B6D7DRC20000AA00061,P692+0575125050
01392B6D7DRC20000AC00061,P692+0575125060
01392B6D7DRC20000AE00061,P692+0575125070
01392B6D7DRC20000AG00061,P692+0575125080
01392B6D7DRC20000AJ00061,P692+0575125090
01392B6D7DRC20000AL00061,P692+0575125100
01392B6D7DRC20000AN00061,P692+0575125110
01392B6D7DRC20000AQ00061,P692+0575125120
01392B6D7DRC20000AS00061,P692+0575125130
01392B6D7DRC20000AU00061,P692+0575125140
01392B6D7DRC20000AW00061,P692+0575125150
01392B6D7DRC20000AY00061,P692+0575125160
01392B6D7DRC20000B000061,P692+0575125170
01392B6D7DRC20000B200061,P692+0575125180
01392B6D7DRC30000A200061,P692+0575175010
01392B6D7DRC30000A400061,P692+0575175020
01392B6D7DRC30000A600061,P692+0575175030
01392B6D7DRC30000A800061,P692+0575175040
01392B6D7DRC30000AA00061,P692+0575175050
01392B6D7DRC30000AC00061,P692+0575175060
01392B6D7DRC30000AE00061,P692+0575175070
01392B6D7DRC30000AG00061,P692+0575175080
01392B6D7DRC30000AJ00061,P692+0575175090
01392B6D7DRC30000AL00061,P692+0575175100
01392B6D7DRC30000AN00061,P692+0575175110
01392B6D7DRC30000AQ00061,P692+0575175120
01392B6D7DRC30000AS00061,P692+0575175130
01392B6D7DRC30000AU00061,P692+0575175140
01392B6D7DRC30000AW00061,P692+0575175150
01392B6D7DRC30000AY00061,P692+0575175160
01392B6D7DRC30000B000061,P692+0575175170
01392B6D7DRC30000B200061,P692+0575175180
01392B6D7DRC40000A200061,P692+0575225010
01392B6D7DRC40000A400061,P692+0575225020
01392B6D7DRC40000A600061,P692+0575225030
01392B6D7DRC40000A800061,P692+0575225040
01392B6D7DRC40000AA00061,P692+0575225050
01392B6D7DRC40000AC00061,P692+0575225060
01392B6D7DRC40000AE00061,P692+0575225070
01392B6D7DRC40000AG00061,P692+0575225080
01392B6D7DRC40000AJ00061,P692+0575225090
01392B6D7DRC40000AL00061,P692+0575225100
01392B6D7DRC40000AN00061,P692+0575225110
01392B6D7DRC40000AQ00061,P692+0575225120
01392B6D7DRC40000AS00061,P692+0575225130
01392B6D7DRC40000AU00061,P692+0575225140
01392B6D7DRC40000AW00061,P692+0575225150
01392B6D7DRC40000AY00061,P692+0575225160
01392B6D7DRC40000B000061,P692+0575225170
01392B6D7DRC40000B200061,P692+0575225180
01392B6D7DSC10000A200061,P692+0600075010
01392B6D7DSC10000A400061,P692+0600075020
01392B6D7DSC10000A600061,P692+0600075030
01392B6D7DSC10000A800061,P692+0600075040
01392B6D7DSC10000AA00061,P692+0600075050
01392B6D7DSC10000AC00061,P692+0600075060
01392B6D7DSC10000AE00061,P692+0600075070
01392B6D7DSC10000AG00061,P692+0600075080
01392B6D7DSC10000AJ00061,P692+0600075090
01392B6D7DSC10000AL00061,P692+0600075100
01392B6D7DSC10000AN00061,P692+0600075110
01392B6D7DSC10000AQ00061,P692+0600075120
01392B6D7DSC10000AS00061,P692+0600075130
01392B6D7DSC10000AU00061,P692+0600075140
01392B6D7DSC10000AW00061,P692+0600075150
01392B6D7DSC10000AY00061,P692+0600075160
01392B6D7DSC10000B000061,P692+0600075170
01392B6D7DSC10000B200061,P692+0600075180
01392B6D7DSC20000A200061,P692+0600125010
01392B6D7DSC20000A400061,P692+0600125020
01392B6D7DSC20000A600061,P692+0600125030
01392B6D7DSC20000A800061,P692+0600125040
01392B6D7DSC20000AA00061,P692+0600125050
01392B6D7DSC20000AC00061,P692+0600125060
01392B6D7DSC20000AE00061,P692+0600125070
01392B6D7DSC20000AG00061,P692+0600125080
01392B6D7DSC20000AJ00061,P692+0600125090
01392B6D7DSC20000AL00061,P692+0600125100
01392B6D7DSC20000AN00061,P692+0600125110
01392B6D7DSC20000AQ00061,P692+0600125120
01392B6D7DSC20000AS00061,P692+0600125130
01392B6D7DSC20000AU00061,P692+0600125140
01392B6D7DSC20000AW00061,P692+0600125150
01392B6D7DSC20000AY00061,P692+0600125160
01392B6D7DSC20000B000061,P692+0600125170
01392B6D7DSC20000B200061,P692+0600125180
01392B6D7DSC30000A200061,P692+0600175010
01392B6D7DSC30000A400061,P692+0600175020
01392B6D7DSC30000A600061,P692+0600175030
01392B6D7DSC30000A800061,P692+0600175040
01392B6D7DSC30000AA00061,P692+0600175050
01392B6D7DSC30000AC00061,P692+0600175060
01392B6D7DSC30000AE00061,P692+0600175070
01392B6D7DSC30000AG00061,P692+0600175080
01392B6D7DSC30000AJ00061,P692+0600175090
01392B6D7DSC30000AL00061,P692+0600175100
01392B6D7DSC30000AN00061,P692+0600175110
01392B6D7DSC30000AQ00061,P692+0600175120
01392B6D7DSC30000AS00061,P692+0600175130
01392B6D7DSC30000AU00061,P692+0600175140
01392B6D7DSC30000AW00061,P692+0600175150
01392B6D7DSC30000AY00061,P692+0600175160
01392B6D7DSC30000B000061,P692+0600175170
01392B6D7DSC30000B200061,P692+0600175180
01392B6D7DSC40000A200061,P692+0600225010
01392B6D7DSC40000A400061,P692+0600225020
01392B6D7DSC40000A600061,P692+0600225030
01392B6D7DSC40000A800061,P692+0600225040
01392B6D7DSC40000AA00061,P692+0600225050
01392B6D7DSC40000AC00061,P692+0600225060
01392B6D7DSC40000AE00061,P692+0600225070
01392B6D7DSC40000AG00061,P692+0600225080
01392B6D7DSC40000AJ00061,P692+0600225090
01392B6D7DSC40000AL00061,P692+0600225100
01392B6D7DSC40000AN00061,P692+0600225110
01392B6D7DSC40000AQ00061,P692+0600225120
01392B6D7DSC40000AS00061,P692+0600225130
01392B6D7DSC40000AU00061,P692+0600225140
01392B6D7DSC40000AW00061,P692+0600225150
01392B6D7DSC40000AY00061,P692+0600225160
01392B6D7DSC40000B000061,P692+0600225170
01392B6D7DSC40000B200061,P692+0600225180
01392B6D7BCC10000A200061,P692-0900075010
01392B6D7BCC10000A400061,P692-0900075020
01392B6D7BCC10000A600061,P692-0900075030
01392B6D7BCC10000A800061,P692-0900075040
01392B6D7BCC10000AA00061,P692-0900075050
